"{1: ""Appelterre""";"2: ""58""";"3: ""0""";"4: ""58""";"5: ""67""";"6: ""16""";"7: ""42""";"8: ""0""";"9: ""42""";"10: ""0""";"11: ""0""";"12: ""51""";"13: ""31""";"14: ""2""";"15: ""0,593113908179012""";"16: ""6,31311874595392""";"17: ""4,74468085130706""";"18: ""2023""";"19: ""105,390596362948""";"20: ""68,9034830927848""";"21: ""50,1632680743932""";"22: ""26,6173227205872""";"23: ""3,70729813664596""";"24: ""51,4885""";"25: ""128""";"26: ""105""";"27: ""1482""}"
"{1: ""Arcaden""";"2: ""NA""";"3: ""0""";"4: ""NA""";"5: ""NA""";"6: ""NA""";"7: ""0""";"8: ""0""";"9: ""0""";"10: ""1036""";"11: ""2""";"12: ""28""";"13: ""0""";"14: ""2""";"15: ""0,2956640625""";"16: ""9,15477932737241""";"17: ""5,38297872621494""";"18: ""23938""";"19: ""9642,97618055344""";"20: ""232,558608955703""";"21: ""223,250454660505""";"22: ""186,406512975692""";"23: ""8,59472049689441""";"24: ""NA""";"25: ""760""";"26: ""589""";"27: ""3392""}"
"{1: ""Asse""";"2: ""127""";"3: ""8""";"4: ""135""";"5: ""110,4""";"6: ""144""";"7: ""197""";"8: ""0""";"9: ""197""";"10: ""330""";"11: ""10""";"12: ""69""";"13: ""32""";"14: ""4""";"15: ""0,57929012345679""";"16: ""8,25015406871979""";"17: ""5,27659574600512""";"18: ""6236""";"19: ""3427,04286250559""";"20: ""168,795556738972""";"21: ""151,758240640163""";"22: ""65,8426131755113""";"23: ""5,98117236024845""";"24: ""72,3052""";"25: ""509""";"26: ""416""";"27: ""4353""}"
"{1: ""Baasrode-Zuid""";"2: ""12""";"3: ""0""";"4: ""12""";"5: ""22""";"6: ""59""";"7: ""114""";"8: ""0""";"9: ""114""";"10: ""0""";"11: ""0""";"12: ""42""";"13: ""0""";"14: ""2""";"15: ""0,615788966049382""";"16: ""6,75370304978989""";"17: ""3,56382978939611""";"18: ""1066""";"19: ""264,883414558979""";"20: ""66,8030607067048""";"21: ""99,6852631270885""";"22: ""95,7452927976846""";"23: ""2,50291149068323""";"24: ""71,1285""";"25: ""123""";"26: ""110""";"27: ""1077""}"
"{1: ""Balegem-Dorp""";"2: ""60""";"3: ""0""";"4: ""60""";"5: ""39""";"6: ""72""";"7: ""215""";"8: ""0""";"9: ""215""";"10: ""0""";"11: ""0""";"12: ""44""";"13: ""32""";"14: ""2""";"15: ""0,565629340277778""";"16: ""5,80088686070727""";"17: ""1,90425531971648""";"18: ""2028""";"19: ""145,755982860559""";"20: ""104,06091094762""";"21: ""64,0913550248369""";"22: ""7,13155800104141""";"23: ""3,61704192546584""";"24: ""61,6756""";"25: ""160""";"26: ""124""";"27: ""1715""}"
"{1: ""Balegem-Zuid""";"2: ""36""";"3: ""0""";"4: ""36""";"5: ""39""";"6: ""27""";"7: ""64""";"8: ""0""";"9: ""64""";"10: ""0""";"11: ""0""";"12: ""44""";"13: ""0""";"14: ""2""";"15: ""0,571914062499999""";"16: ""5,54243110777211""";"17: ""1,90425531971648""";"18: ""745""";"19: ""75,5386910332199""";"20: ""38,0059721767902""";"21: ""52,647730000317""";"22: ""23,2750368872657""";"23: ""1,32958074534162""";"24: ""67,0117""";"25: ""66""";"26: ""67""";"27: ""641""}"
"{1: ""Balen""";"2: ""83""";"3: ""0""";"4: ""83""";"5: ""66,4""";"6: ""112""";"7: ""140""";"8: ""0""";"9: ""140""";"10: ""58""";"11: ""2""";"12: ""34""";"13: ""30""";"14: ""2""";"15: ""0,478402777777778""";"16: ""3,43768926348026""";"17: ""0,106382980209824""";"18: ""4157""";"19: ""876,922037174845""";"20: ""185,608184933662""";"21: ""152,535015076398""";"22: ""101,284982085227""";"23: ""5,48718944099379""";"24: ""60,4134""";"25: ""355""";"26: ""251""";"27: ""3788""}"
"{1: ""Bambrugge""";"2: ""15""";"3: ""0""";"4: ""15""";"5: ""1""";"6: ""1""";"7: ""14""";"8: ""0""";"9: ""14""";"10: ""0""";"11: ""0""";"12: ""14""";"13: ""0""";"14: ""0""";"15: ""0,271991222993827""";"16: ""6,85306402317704""";"17: ""0""";"18: ""2139""";"19: ""143,263960787706""";"20: ""138,759315490722""";"21: ""79,2296570092439""";"22: ""20,3800153881311""";"23: ""3,3006599378882""";"24: ""61,6739""";"25: ""232""";"26: ""178""";"27: ""2293""}"
"{1: ""Beernem""";"2: ""119""";"3: ""0""";"4: ""119""";"5: ""132""";"6: ""259""";"7: ""448""";"8: ""0""";"9: ""448""";"10: ""37""";"11: ""3""";"12: ""51""";"13: ""36""";"14: ""2""";"15: ""0,66241512345679""";"16: ""7,14423500733399""";"17: ""6,27659574346469""";"18: ""2827""";"19: ""850,863580961668""";"20: ""120,044622892513""";"21: ""86,3522690534591""";"22: ""56,0478090196847""";"23: ""6,9924301242236""";"24: ""75,0223""";"25: ""283""";"26: ""267""";"27: ""2551""}"
"{1: ""Beersel""";"2: ""67""";"3: ""0""";"4: ""67""";"5: ""53,6""";"6: ""11,2""";"7: ""14""";"8: ""0""";"9: ""14""";"10: ""0""";"11: ""0""";"12: ""93""";"13: ""28""";"14: ""6""";"15: ""0,546983506944445""";"16: ""8,57928611165505""";"17: ""3,62765957498158""";"18: ""2444""";"19: ""189,03250359412""";"20: ""103,873831003904""";"21: ""91,0282228291034""";"22: ""97,8022159337997""";"23: ""3,24631211180124""";"24: ""64,2572""";"25: ""182""";"26: ""174""";"27: ""2207""}"
"{1: ""Beervelde""";"2: ""72""";"3: ""0""";"4: ""72""";"5: ""51""";"6: ""89""";"7: ""82""";"8: ""0""";"9: ""82""";"10: ""30""";"11: ""1""";"12: ""37""";"13: ""30""";"14: ""2""";"15: ""0,50765625""";"16: ""8,20153864191677""";"17: ""5,03191489596827""";"18: ""607""";"19: ""172,011120248615""";"20: ""71,9903839081525""";"21: ""43,7944548353552""";"22: ""12,3170858845114""";"23: ""0,812305900621118""";"24: ""76,7562""";"25: ""136""";"26: ""131""";"27: ""1416""}"
"{1: ""Begijnendijk""";"2: ""91""";"3: ""0""";"4: ""91""";"5: ""91""";"6: ""78""";"7: ""140""";"8: ""0""";"9: ""140""";"10: ""0""";"11: ""0""";"12: ""45""";"13: ""34""";"14: ""2""";"15: ""0,628937114197531""";"16: ""7,77676058170998""";"17: ""2,79787234331729""";"18: ""2508""";"19: ""207,455666207996""";"20: ""103,581584770232""";"21: ""77,932087897323""";"22: ""57,3650613147765""";"23: ""4,95632763975155""";"24: ""56,0816""";"25: ""251""";"26: ""193""";"27: ""1634""}"
"{1: ""Bellem""";"2: ""29""";"3: ""0""";"4: ""29""";"5: ""14""";"6: ""81""";"7: ""154""";"8: ""0""";"9: ""154""";"10: ""0""";"11: ""0""";"12: ""42""";"13: ""36""";"14: ""2""";"15: ""0,635563271604938""";"16: ""7,97942289677229""";"17: ""6,27659574346469""";"18: ""1097""";"19: ""120,477405130354""";"20: ""76,587354928255""";"21: ""53,8697769939899""";"22: ""32,0926392003893""";"23: ""3,90722049689441""";"24: ""75,6854""";"25: ""118""";"26: ""127""";"27: ""1355""}"
"{1: ""Belsele""";"2: ""18""";"3: ""0""";"4: ""18""";"5: ""17""";"6: ""30""";"7: ""122""";"8: ""0""";"9: ""122""";"10: ""0""";"11: ""0""";"12: ""70""";"13: ""32""";"14: ""4""";"15: ""0,59204475308642""";"16: ""7,38467077739798""";"17: ""5,63829787490788""";"18: ""3173""";"19: ""468,577868935972""";"20: ""152,408417880535""";"21: ""120,958677232265""";"22: ""117,336695548146""";"23: ""4,47690217391304""";"24: ""70,8234""";"25: ""310""";"26: ""226""";"27: ""2861""}"
"{1: ""Beringen""";"2: ""43""";"3: ""0""";"4: ""43""";"5: ""34,4""";"6: ""100,8""";"7: ""126""";"8: ""0""";"9: ""126""";"10: ""541""";"11: ""6""";"12: ""34""";"13: ""30""";"14: ""2""";"15: ""0,446298225308642""";"16: ""1,95319504428019""";"17: ""0,106382980209824""";"18: ""4283""";"19: ""1214,26454493069""";"20: ""157,268334776163""";"21: ""148,946326255798""";"22: ""46,7558140158653""";"23: ""4,72243788819876""";"24: ""68,3612""";"25: ""430""";"26: ""335""";"27: ""3046""}"
"{1: ""Berlaar""";"2: ""140""";"3: ""0""";"4: ""140""";"5: ""118""";"6: ""232""";"7: ""260""";"8: ""0""";"9: ""260""";"10: ""0""";"11: ""0""";"12: ""45""";"13: ""34""";"14: ""2""";"15: ""0,603858506944444""";"16: ""7,2523752245063""";"17: ""2,79787234331729""";"18: ""4472""";"19: ""720,852279829036""";"20: ""160,543256253004""";"21: ""102,786909073591""";"22: ""41,8298811167478""";"23: ""5,50465838509317""";"24: ""66,281""";"25: ""355""";"26: ""301""";"27: ""3011""}"
"{1: ""Beveren""";"2: ""186""";"3: ""0""";"4: ""186""";"5: ""163""";"6: ""319""";"7: ""274""";"8: ""0""";"9: ""274""";"10: ""0""";"11: ""0""";"12: ""76""";"13: ""66""";"14: ""4""";"15: ""0,587777777777778""";"16: ""6,96159873602269""";"17: ""3,62765957498158""";"18: ""6349""";"19: ""3568,26692700977""";"20: ""169,306992977857""";"21: ""121,295790344476""";"22: ""61,7709559202194""";"23: ""6,57996894409938""";"24: ""84,3972""";"25: ""460""";"26: ""306""";"27: ""3887""}"
"{1: ""Beverlo""";"2: ""76""";"3: ""0""";"4: ""76""";"5: ""60,8""";"6: ""91,2""";"7: ""114""";"8: ""0""";"9: ""114""";"10: ""28""";"11: ""1""";"12: ""34""";"13: ""30""";"14: ""2""";"15: ""0,457501929012346""";"16: ""1,95082445337533""";"17: ""0,106382980209824""";"18: ""2305""";"19: ""419,524384639248""";"20: ""100,771591866388""";"21: ""116,400449842214""";"22: ""69,4750149548053""";"23: ""4,93400621118012""";"24: ""67,4567""";"25: ""242""";"26: ""196""";"27: ""2307""}"
"{1: ""Bilzen""";"2: ""226""";"3: ""0""";"4: ""226""";"5: ""180,8""";"6: ""129,6""";"7: ""162""";"8: ""0""";"9: ""162""";"10: ""188""";"11: ""5""";"12: ""73""";"13: ""34""";"14: ""4""";"15: ""0,465995852623457""";"16: ""4,44974404399028""";"17: ""5,80851064070317""";"18: ""4311""";"19: ""2268,41835628323""";"20: ""152,527929037809""";"21: ""140,893693861551""";"22: ""29,8894558548927""";"23: ""6,82550465838509""";"24: ""82,4205""";"25: ""440""";"26: ""360""";"27: ""3066""}"
"{1: ""Bissegem""";"2: ""50""";"3: ""0""";"4: ""50""";"5: ""32""";"6: ""46""";"7: ""52""";"8: ""0""";"9: ""52""";"10: ""15""";"11: ""1""";"12: ""45""";"13: ""35""";"14: ""2""";"15: ""0,596327160493827""";"16: ""6,20523174108391""";"17: ""4,90425531844627""";"18: ""6582""";"19: ""1064,59300094692""";"20: ""167,270447790622""";"21: ""180,13016194012""";"22: ""155,814364016056""";"23: ""6,1422748447205""";"24: ""72,0787""";"25: ""538""";"26: ""419""";"27: ""4164""}"
"{1: ""Blankenberge""";"2: ""27""";"3: ""200""";"4: ""227""";"5: ""593,6""";"6: ""277""";"7: ""214""";"8: ""0""";"9: ""214""";"10: ""164""";"11: ""4""";"12: ""20""";"13: ""16""";"14: ""1""";"15: ""0,454687982253087""";"16: ""4,81008221909344""";"17: ""4,9680851103828""";"18: ""15368""";"19: ""3666,22720693948""";"20: ""223,306439280509""";"21: ""185,448993861675""";"22: ""103,849202156066""";"23: ""7,15741459627329""";"24: ""82,4568""";"25: ""978""";"26: ""709""";"27: ""7897""}"
"{1: ""Bockstael""";"2: ""50""";"3: ""0""";"4: ""50""";"5: ""NA""";"6: ""NA""";"7: ""12""";"8: ""0""";"9: ""12""";"10: ""2628""";"11: ""20""";"12: ""108""";"13: ""36""";"14: ""6""";"15: ""0,544931037808642""";"16: ""9,52528441088582""";"17: ""5,52127659604197""";"18: ""41234""";"19: ""2323,92415949702""";"20: ""261,412659010849""";"21: ""245,719145332463""";"22: ""229,037105098366""";"23: ""9,05958850931677""";"24: ""NA""";"25: ""684""";"26: ""570""";"27: ""3773""}"
"{1: ""Boechout""";"2: ""175""";"3: ""0""";"4: ""175""";"5: ""140""";"6: ""291""";"7: ""398""";"8: ""0""";"9: ""398""";"10: ""320""";"11: ""3""";"12: ""79""";"13: ""34""";"14: ""4""";"15: ""0,606019000771605""";"16: ""7,34912756755467""";"17: ""2,93617021314432""";"18: ""6511""";"19: ""1791,39465100591""";"20: ""220,759148955345""";"21: ""207,946136713027""";"22: ""122,704185128211""";"23: ""8,02795031055901""";"24: ""81,2986""";"25: ""401""";"26: ""323""";"27: ""4163""}"
"{1: ""Bokrijk""";"2: ""12""";"3: ""0""";"4: ""12""";"5: ""9,6""";"6: ""52,8""";"7: ""66""";"8: ""0""";"9: ""66""";"10: ""0""";"11: ""0""";"12: ""49""";"13: ""33""";"14: ""2""";"15: ""0,533711419753087""";"16: ""3,76202694946369""";"17: ""4,9680851103828""";"18: ""929""";"19: ""243,460890287766""";"20: ""105,409076424315""";"21: ""123,08123277314""";"22: ""131,004924237728""";"23: ""3,58986801242236""";"24: ""73,995""";"25: ""204""";"26: ""242""";"27: ""2696""}"
"{1: ""Booischot""";"2: ""107""";"3: ""0""";"4: ""107""";"5: ""57""";"6: ""88""";"7: ""146""";"8: ""0""";"9: ""146""";"10: ""24""";"11: ""1""";"12: ""45""";"13: ""34""";"14: ""2""";"15: ""0,622345679012345""";"16: ""7,46318655835187""";"17: ""2,79787234331729""";"18: ""1819""";"19: ""164,847683354885""";"20: ""107,204898923635""";"21: ""74,4180377116426""";"22: ""17,3243393339216""";"23: ""3,62383540372671""";"24: ""52,2315""";"25: ""202""";"26: ""156""";"27: ""1398""}"
"{1: ""Boom""";"2: ""66""";"3: ""0""";"4: ""66""";"5: ""68""";"6: ""66""";"7: ""140""";"8: ""0""";"9: ""140""";"10: ""172""";"11: ""7""";"12: ""63""";"13: ""34""";"14: ""4""";"15: ""0,528650173611111""";"16: ""5,91507157315582""";"17: ""0,904255322256905""";"18: ""4575""";"19: ""3659,50298764126""";"20: ""97,3368783481419""";"21: ""93,504193007946""";"22: ""80,0024375915527""";"23: ""4,91556677018633""";"24: ""84,867""";"25: ""304""";"26: ""258""";"27: ""2482""}"
"{1: ""Boondaal""";"2: ""120""";"3: ""0""";"4: ""120""";"5: ""NA""";"6: ""NA""";"7: ""20""";"8: ""0""";"9: ""20""";"10: ""3222""";"11: ""3""";"12: ""159""";"13: ""66""";"14: ""10""";"15: ""0,531684027777778""";"16: ""9,03676548220691""";"17: ""5,38297872621494""";"18: ""14276""";"19: ""6225,76298131049""";"20: ""209,120865177363""";"21: ""216,228425202891""";"22: ""183,700801730155""";"23: ""10""";"24: ""NA""";"25: ""475""";"26: ""426""";"27: ""3151""}"
"{1: ""Boortmeerbeek""";"2: ""186""";"3: ""0""";"4: ""186""";"5: ""149,6""";"6: ""152""";"7: ""180""";"8: ""0""";"9: ""180""";"10: ""92""";"11: ""4""";"12: ""82""";"13: ""34""";"14: ""4""";"15: ""0,53981674382716""";"16: ""8,02220111452388""";"17: ""3,53191489342784""";"18: ""3061""";"19: ""307,723545747402""";"20: ""156,921476900577""";"21: ""81,3580349534749""";"22: ""70,1654379516839""";"23: ""5,65702639751553""";"24: ""64,1873""";"25: ""270""";"26: ""230""";"27: ""2922""}"
"{1: ""Bordet""";"2: ""82""";"3: ""0""";"4: ""82""";"5: ""NA""";"6: ""NA""";"7: ""18""";"8: ""0""";"9: ""18""";"10: ""2905""";"11: ""18""";"12: ""214""";"13: ""67""";"14: ""14""";"15: ""0,557303722993827""";"16: ""9,25527325134957""";"17: ""6,05319149074002""";"18: ""19360""";"19: ""15051,4494589865""";"20: ""234,109588697552""";"21: ""211,50177391991""";"22: ""191,312566017732""";"23: ""8,08229813664596""";"24: ""NA""";"25: ""890""";"26: ""756""";"27: ""3788""}"
"{1: ""Bornem""";"2: ""124""";"3: ""0""";"4: ""124""";"5: ""124""";"6: ""307""";"7: ""336""";"8: ""0""";"9: ""336""";"10: ""53""";"11: ""3""";"12: ""43""";"13: ""34""";"14: ""2""";"15: ""0,511622299382716""";"16: ""6,47178680007987""";"17: ""2,89361702487103""";"18: ""6245""";"19: ""2297,89084713778""";"20: ""170,39773595333""";"21: ""141,834952175617""";"22: ""93,9438870251178""";"23: ""6,49068322981367""";"24: ""76,1989""";"25: ""492""";"26: ""387""";"27: ""4080""}"
"{1: ""Bosvoorde""";"2: ""53""";"3: ""0""";"4: ""53""";"5: ""NA""";"6: ""NA""";"7: ""12""";"8: ""0""";"9: ""12""";"10: ""292""";"11: ""1""";"12: ""75""";"13: ""34""";"14: ""4""";"15: ""0,569815297067902""";"16: ""9,10193887231438""";"17: ""5,87234042628864""";"18: ""7486""";"19: ""3640,37837441266""";"20: ""188,691337659023""";"21: ""186,324977396987""";"22: ""166,405523777008""";"23: ""9,43031832298137""";"24: ""NA""";"25: ""426""";"26: ""398""";"27: ""3051""}"
"{1: ""Bouwel""";"2: ""187""";"3: ""0""";"4: ""187""";"5: ""149,6""";"6: ""201,6""";"7: ""252""";"8: ""0""";"9: ""252""";"10: ""3""";"11: ""1""";"12: ""48""";"13: ""34""";"14: ""2""";"15: ""0,56145881558642""";"16: ""6,70604066577""";"17: ""5,127659577522""";"18: ""2701""";"19: ""304,279991084026""";"20: ""124,801094442605""";"21: ""92,0919638574123""";"22: ""34,706503342837""";"23: ""4,10326086956522""";"24: ""66,9122""";"25: ""292""";"26: ""232""";"27: ""2908""}"
"{1: ""Brugge""";"2: ""85""";"3: ""1971""";"4: ""2056""";"5: ""1736""";"6: ""3854""";"7: ""4421""";"8: ""275""";"9: ""4696""";"10: ""2401""";"11: ""50""";"12: ""249""";"13: ""200""";"14: ""13""";"15: ""0,797548225308641""";"16: ""6,4796409348452""";"17: ""6,74468085257727""";"18: ""8422""";"19: ""8368,57304202626""";"20: ""225,159208834171""";"21: ""229,968160271644""";"22: ""183,293634533882""";"23: ""8,55007763975155""";"24: ""88,8678""";"25: ""726""";"26: ""592""";"27: ""6540""}"
"{1: ""Brugge-Sint-Pieters""";"2: ""NA""";"3: ""0""";"4: ""NA""";"5: ""16""";"6: ""14""";"7: ""24""";"8: ""0""";"9: ""24""";"10: ""461""";"11: ""5""";"12: ""31""";"13: ""14""";"14: ""2""";"15: ""0,326644000771605""";"16: ""5,98033526548986""";"17: ""5,10638298020982""";"18: ""5655""";"19: ""2311,03155591385""";"20: ""198,677571117877""";"21: ""200,577197730541""";"22: ""169,015157282352""";"23: ""6,77600931677019""";"24: ""86,8612""";"25: ""641""";"26: ""494""";"27: ""5113""}"
"{1: ""Brussel-Centraal""";"2: ""NA""";"3: ""0""";"4: ""NA""";"5: ""NA""";"6: ""NA""";"7: ""230""";"8: ""78""";"9: ""308""";"10: ""2874""";"11: ""15""";"12: ""1092""";"13: ""659""";"14: ""57""";"15: ""0,67604938271605""";"16: ""9,97049446574779""";"17: ""9,97872340268782""";"18: ""29669""";"19: ""60678,4411802292""";"20: ""295,527420163154""";"21: ""283,160544276237""";"22: ""240,022101163864""";"23: ""9,16634316770186""";"24: ""NA""";"25: ""1491""";"26: ""1103""";"27: ""6492""}"
"{1: ""Brussel-Congres""";"2: ""0""";"3: ""20""";"4: ""20""";"5: ""NA""";"6: ""NA""";"7: ""6""";"8: ""0""";"9: ""6""";"10: ""79""";"11: ""3""";"12: ""56""";"13: ""0""";"14: ""4""";"15: ""0,344340760030864""";"16: ""9,98271105977286""";"17: ""9,89361701979018""";"18: ""36261""";"19: ""67780,8191814423""";"20: ""271,006944179534""";"21: ""254,569955050945""";"22: ""220,851191043853""";"23: ""9,43031832298137""";"24: ""NA""";"25: ""1309""";"26: ""950""";"27: ""6093""}"
"{1: ""Brussel-Kapellekerk""";"2: ""77""";"3: ""0""";"4: ""77""";"5: ""NA""";"6: ""NA""";"7: ""16""";"8: ""0""";"9: ""16""";"10: ""305""";"11: ""10""";"12: ""29""";"13: ""0""";"14: ""2""";"15: ""0,340277777777777""";"16: ""9,95907976416989""";"17: ""9,97872340268782""";"18: ""44256""";"19: ""47653,8744323254""";"20: ""278,580867528915""";"21: ""258,232098162174""";"22: ""216,600172102451""";"23: ""8,98194875776398""";"24: ""NA""";"25: ""1400""";"26: ""915""";"27: ""5325""}"
"{1: ""Brussel-Luxemburg""";"2: ""NA""";"3: ""0""";"4: ""NA""";"5: ""NA""";"6: ""NA""";"7: ""252""";"8: ""0""";"9: ""252""";"10: ""2387""";"11: ""10""";"12: ""343""";"13: ""171""";"14: ""21""";"15: ""0,556267361111111""";"16: ""9,553336658843""";"17: ""7,24468085130706""";"18: ""29906""";"19: ""30110,3680295944""";"20: ""258,959971010684""";"21: ""250,147892773151""";"22: ""204,520742952823""";"23: ""9,42740683229814""";"24: ""NA""";"25: ""952""";"26: ""709""";"27: ""5050""}"
